Lemma,Stem,Paradigm,Class,Translation,Source
baasada'wi,baasada'w1,VTA,VTA_Cw,"",https://ojibwe.lib.umn.edu/main-entry/baasada-wi-vta
biisiboojige,biisiboojige,VAI,VAI_VV,"s/he grinds, mills, grates something",https://ojibwe.lib.umn.edu/main-entry/biisiboojige-vai
miziwebii'an,miziwebii',VTI,VTI_am,"write all over it",https://ojibwe.lib.umn.edu/main-entry/miziwebii-an-vti
ziigiwane,ziigiwane,VAI,VAI_VV,"s/he has h/ pack spill out as s/he carries it",https://ojibwe.lib.umn.edu/main-entry/ziigiwane-vai
akogamaa,akogamaa,VII,VII_VV,"it (a lake) is so long",https://ojibwe.lib.umn.edu/main-entry/akogamaa-vii
gozigwaabaawe,gozigwaabaawe,VII,VII_VV,"it is wet and heavy, is heavy from being wet",https://ojibwe.lib.umn.edu/main-entry/gozigwaabaawe-vii
ozhimaagani,ozhimaagani,VAI,VAI_V,"s/he has a lance, spear",https://ojibwe.lib.umn.edu/main-entry/ozhimaagani-vai
aanimi',aanimi',VTA,VTA_C,"make h/ suffer, cause h/ trouble, abuse h/",https://ojibwe.lib.umn.edu/main-entry/aanimi-vta
apagada'an,apagada'an,VII,VII_n,"the wind blows against something",https://ojibwe.lib.umn.edu/main-entry/apagada-an-vii
gwayakogwaadan,gwayakogwaad,VTI,VTI_am,"sew it correctly",https://ojibwe.lib.umn.edu/main-entry/gwayakogwaadan-vti
apiichishin,apiichishin,VAI,VAI_n,"it (animate) lies so thick, so deep, to such a height; is piled or stacked so thick, so deep, to such a height",https://ojibwe.lib.umn.edu/main-entry/apiichishin-vai
minwewenjige,minwewenjige,VAI,VAI_VV,"s/he sounds good chewing",https://ojibwe.lib.umn.edu/main-entry/minwewenjige-vai
gikinoo'amaw,gikinoo'amaw,VTA,VTA_aw,"teach (it) to h/, let h/ know (it)",https://ojibwe.lib.umn.edu/main-entry/gikinoo-amaw-vta
mamaanjigozi,mamaanjigozi,VAI,VAI_V,"s/he is immobilized, is incapacitated",https://ojibwe.lib.umn.edu/main-entry/mamaanjigozi-vai
minwaakwad,minwaakwad,VII,VII_d,"it is good (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/minwaakwad-vii
naabigwa'oodoon,naabigwa'ood,VTI,VTI_oo,"lasso it",https://ojibwe.lib.umn.edu/main-entry/naabigwa-oodoon-vti2
akiiwi,akiiwi,VAI,VAI_V,"s/he or it (animate) is muddy, has earth or moss on h/ or it",https://ojibwe.lib.umn.edu/main-entry/akiiwi-vai
noonaawaso,noonaawaso,VAI,VAI_V,"s/he nurses a baby",https://ojibwe.lib.umn.edu/main-entry/noonaawaso-vai
wawiiniganzhii,wawiiniganzhii,VAI,VAI_VV,"s/he has dirty nails",https://ojibwe.lib.umn.edu/main-entry/wawiiniganzhii-vai
bezhigwan,bezhigwan,VII,VII_n,"it is one; it is the only one; it is the same",https://ojibwe.lib.umn.edu/main-entry/bezhigwan-vii
gashkiiwakwad,gashkiiwakwad,VII,VII_d,"cloud cover forms; the sky is overcast",https://ojibwe.lib.umn.edu/main-entry/gashkiiwakwad-vii
zhinawisidoon,zhinawisid,VTI,VTI_oo,"rattle, jingle, ring it (by dropping or hitting)",https://ojibwe.lib.umn.edu/main-entry/zhinawisidoon-vti2
bagozhan,bagozh,VTI,VTI_am,"cut a hole in it",https://ojibwe.lib.umn.edu/main-entry/bagozhan-vti
agadendam,agadend,VAI,VAI_am,"s/he is ashamed, feels shy,  is embarrassed",https://ojibwe.lib.umn.edu/main-entry/agadendam-vai2
ayagadendam,ayagadend,VAI,VAI_am,"s/he is ashamed, feels shy,  is embarrassed",https://ojibwe.lib.umn.edu/main-entry/agadendam-vai2
azhegaabawi,azhegaabawi,VAI,VAI_V,"s/he stands back",https://ojibwe.lib.umn.edu/main-entry/azhegaabawi-vai
onjinazh,onjinan1,VTA,VTA_n,"injure, kill h/ for a certain reason",https://ojibwe.lib.umn.edu/main-entry/onjinazh-vta
zhooshkwa'ige,zhooshkwa'ige,VAI,VAI_VV,"s/he irons clothes",https://ojibwe.lib.umn.edu/main-entry/zhooshkwa-ige-vai
ashidaakowebinan,ashidaakowebin,VTI,VTI_am,"fling, shove it against a wall or tree",https://ojibwe.lib.umn.edu/main-entry/ashidaakowebinan-vti
onzwi,onzw1,VTA,VTA_Cw,"",https://ojibwe.lib.umn.edu/main-entry/onzwi-vta
aanawendaagozi,aanawendaagozi,VAI,VAI_V,"s/he is found unsatisfactory, is disliked, is rejected",https://ojibwe.lib.umn.edu/main-entry/aanawendaagozi-vai
madwesidoon,madwesid,VTI,VTI_oo,"make it sound by dropping or hitting it, ring it",https://ojibwe.lib.umn.edu/main-entry/madwesidoon-vti2
mamadwesidoon,mamadwesid,VTI,VTI_oo,"make it sound by dropping or hitting it, ring it",https://ojibwe.lib.umn.edu/main-entry/madwesidoon-vti2
akwaandawewidoon,akwaandawewid,VTI,VTI_oo,"climb up carrying it, take; or carry it upstairs",https://ojibwe.lib.umn.edu/main-entry/akwaandawewidoon-vti2
baakise,baakise,VII,VII_VV,"it comes open, comes uncovered, flies open",https://ojibwe.lib.umn.edu/main-entry/baakise-vii
baabaakise,baabaakise,VII,VII_VV,"it comes open, comes uncovered, flies open",https://ojibwe.lib.umn.edu/main-entry/baakise-vii
ingo-diba'iganed,ingo-diba'iganed,VII,VII_d,"it is one o'clock",https://ojibwe.lib.umn.edu/main-entry/ingo-diba-iganed-vii
naadoondan,naadoond,VTI,VTI_am,"go to get it on the back",https://ojibwe.lib.umn.edu/main-entry/naadoondan-vti
biidoomigo,biidoomigo,VAI,VAI_V,"s/he rides here on horseback",https://ojibwe.lib.umn.edu/main-entry/biidoomigo-vai
washkadamon,washkadamo,VII,VII_V,"it (a road or trail) bends, curves",https://ojibwe.lib.umn.edu/main-entry/washkadamon-vii
gwekibizh,gwekibin1,VTA,VTA_n,"turn h/ or it (animate) (with the hands)",https://ojibwe.lib.umn.edu/main-entry/gwekibizh-vta
gojimaanjige,gojimaanjige,VAI,VAI_VV,"s/he sniffs, takes a smell",https://ojibwe.lib.umn.edu/main-entry/gojimaanjige-vai
bakwezhigaade,bakwezhigaade,VII,VII_VV,"it has a piece cut off it, 'they' cut a piece off it",https://ojibwe.lib.umn.edu/main-entry/bakwezhigaade-vii
ziininiwe,ziininiwe,VAI,VAI_VV,"s/he milks cows",https://ojibwe.lib.umn.edu/main-entry/ziininiwe-vai
makadewaanowe,makadewaanowe,VAI,VAI_VV,"s/he (an animal) has a black tail",https://ojibwe.lib.umn.edu/main-entry/makadewaanowe-vai
gashkiwijige,gashkiwijige,VAI,VAI_VV,"s/he is able to carry, take things",https://ojibwe.lib.umn.edu/main-entry/gashkiwijige-vai
bagone'ige,bagone'ige,VAI,VAI_VV,"s/he drills a hole in something",https://ojibwe.lib.umn.edu/main-entry/bagone-ige-vai
makizinataadiwag,makizinataadi,VAI,VAI_rcp,"they play the moccasin game with each other",https://ojibwe.lib.umn.edu/main-entry/makizinataadiwag-vai
mangitigwaane,mangitigwaane,VAI,VAI_VV,"s/he has a big head",https://ojibwe.lib.umn.edu/main-entry/mangitigwaane-vai
giiwitaase,giiwitaase,VAI,VAI_VV,"s/he flies around in a circle",https://ojibwe.lib.umn.edu/main-entry/giiwitaase-vai
badakibijige,badakibijige,VAI,VAI_VV,"s/he hooks something",https://ojibwe.lib.umn.edu/main-entry/badakibijige-vai
gwekiweba'an,gwekiweba',VTI,VTI_am,"flip it (using something forcefully); turn it around (using something forcefully)",https://ojibwe.lib.umn.edu/main-entry/gwekiweba-an-vti
ganikandan,ganikand,VTI,VTI_am,"take some of it in the mouth",https://ojibwe.lib.umn.edu/main-entry/ganikandan-vti
biniwebam,biniwebam,VTA,VTA_C,"knock h/ down with mouth, bite h/ so h/ comes down",https://ojibwe.lib.umn.edu/main-entry/biniwebam-vta
ogidaakiiwebatoo,ogidaakiiwebatoo,VAI,VAI_VV,"s/he runs uphill",https://ojibwe.lib.umn.edu/main-entry/ogidaakiiwebatoo-vai
minoshim,minoshim,VTA,VTA_C,"put h/ in the right position",https://ojibwe.lib.umn.edu/main-entry/minoshim-vta
anami'aa,anami'aa,VAI,VAI_VV,"s/he prays, is a Christian",https://ojibwe.lib.umn.edu/main-entry/anami-aa-vai
owiinimo,owiinimo,VAI,VAI_V,"s/he has a sibling-in-law of opposite sex: she has a brother-in-law, he has a sister-in-law",https://ojibwe.lib.umn.edu/main-entry/owiinimo-vai
wiikwamo,wiikwamo,VAI,VAI_V,"s/he sucks",https://ojibwe.lib.umn.edu/main-entry/wiikwamo-vai
ziiginishe,ziiginishe,VAI,VAI_VV,"s/he puts drops in h/ own ears",https://ojibwe.lib.umn.edu/main-entry/ziiginishe-vai
zisiboodoon,zisibood,VTI,VTI_oo,"file, grind it down; sharpen it (an ax)",https://ojibwe.lib.umn.edu/main-entry/zisiboodoon-vti2
gaanjiweba'an,gaanjiweba',VTI,VTI_am,"shove it (using something)",https://ojibwe.lib.umn.edu/main-entry/gaanjiweba-an-vti
bishagibizo,bishagibizo,VAI,VAI_V,"it (animate) peels off in a machine",https://ojibwe.lib.umn.edu/main-entry/bishagibizo-vai
gwekaadizi,gwekaadizi,VAI,VAI_V,"s/he changes, transforms h/ life",https://ojibwe.lib.umn.edu/main-entry/gwekaadizi-vai
naabishebizo,naabishebizo,VAI,VAI_V,"s/he wears an earring or earrings",https://ojibwe.lib.umn.edu/main-entry/naabishebizo-vai
mashkawakide,mashkawakide,VII,VII_VV,"it is stuck firmly into the ground",https://ojibwe.lib.umn.edu/main-entry/mashkawakide-vii
miijinaaniwizi,miijinaaniwizi,VAI,VAI_V,"it (animate) is edible, is good to eat",https://ojibwe.lib.umn.edu/main-entry/miijinaaniwizi-vai
izhidaamikane,izhidaamikane,VAI,VAI_VV,"s/he has such a chin or jaw",https://ojibwe.lib.umn.edu/main-entry/izhidaamikane-vai
minikwen,minikwe,VAIO,VAIO,"s/he drinks (it)",https://ojibwe.lib.umn.edu/main-entry/minikwen-vai-o
maminikwen,maminikwe,VAIO,VAIO,"s/he drinks (it)",https://ojibwe.lib.umn.edu/main-entry/minikwen-vai-o
gizii'ige,gizii'ige,VAI,VAI_VV,"s/he wipes something",https://ojibwe.lib.umn.edu/main-entry/gizii-ige-vai
boodaajii'igaade,boodaajii'igaade,VII,VII_VV,"it is inflated (by someone), 'they' inflate it",https://ojibwe.lib.umn.edu/main-entry/boodaajii-igaade-vii
gibaabowe'ige,gibaabowe'ige,VAI,VAI_VV,"s/he puts a lid on a pot",https://ojibwe.lib.umn.edu/main-entry/gibaabowe-ige-vai
abidiyezo,abidiyezo,VAI,VAI_V,"s/he warms h/ rear against fire",https://ojibwe.lib.umn.edu/main-entry/abidiyezo-vai
waabooyaanike,waabooyaanike,VAI,VAI_VV,"s/he makes a blanket",https://ojibwe.lib.umn.edu/main-entry/waabooyaanike-vai
biida'adoo,biida'adoo,VAI,VAI_VV,"s/he follows a trail here",https://ojibwe.lib.umn.edu/main-entry/biida-adoo-vai
bigiwizige,bigiwizige,VAI,VAI_VV,"s/he makes taffy",https://ojibwe.lib.umn.edu/main-entry/bigiwizige-vai
ishkonigaazo,ishkonigaazo,VAI,VAI_V,"s/he is reserved, saved, left (by someone), 'they' reserve, save, leave h/",https://ojibwe.lib.umn.edu/main-entry/ishkonigaazo-vai
ozhaashise,ozhaashise,VII,VII_VV,"it slips, slides (by itself)",https://ojibwe.lib.umn.edu/main-entry/ozhaashise-vii
zhaagigamiiwan,zhaagigamiiwan,VII,VII_n,"there is open water along the shore as the ice breaks up",https://ojibwe.lib.umn.edu/main-entry/zhaagigamiiwan-vii
biitoogwaadan,biitoogwaad,VTI,VTI_am,"sew a lining in it",https://ojibwe.lib.umn.edu/main-entry/biitoogwaadan-vti
zoongigane,zoongigane,VAI,VAI_VV,"s/he has strong bones",https://ojibwe.lib.umn.edu/main-entry/zoongigane-vai
miskwaawaakokaa,miskwaawaakokaa,VII,VII_VV,"there are (many) red cedars",https://ojibwe.lib.umn.edu/main-entry/miskwaawaakokaa-vii
jiibokode,jiibokode,VII,VII_VV,"",https://ojibwe.lib.umn.edu/main-entry/jiibokode-vii
anishinaabewinikaazo,anishinaabewinikaazo,VAI,VAI_V,"s/he is called in Indian (Ojibwe); s/he has a spirit name",https://ojibwe.lib.umn.edu/main-entry/anishinaabewinikaazo-vai
biimigwaazh,biimigwaan1,VTA,VTA_n,"sew it (animate) crooked",https://ojibwe.lib.umn.edu/main-entry/biimigwaazh-vta
zaagaabiigishin,zaagaabiigishin,VAI,VAI_n,"it (animate; string-like) sticks out, protrudes",https://ojibwe.lib.umn.edu/main-entry/zaagaabiishin-vai
inaakiz,inaakizw1,VTA,VTA_Cw,"burn h/ a certain way",https://ojibwe.lib.umn.edu/main-entry/inaakiz-vta
moona'ashkwe,moona'ashkwe,VAI,VAI_VV,"s/he digs for herbs or roots for medicine",https://ojibwe.lib.umn.edu/main-entry/moona-ashkwe-vai
gizhiiwewebiisaan,gizhiiwewebiisaan,VII,VII_n,"the rain is loud",https://ojibwe.lib.umn.edu/main-entry/gizhiiwewebiisaan-vii
giiminiijaaganike,giiminiijaaganike,VAI,VAI_VV,"s/he is pregnant out of wedlock",https://ojibwe.lib.umn.edu/main-entry/giiminiijaaganike-vai
dakwaanowe,dakwaanowe,VAI,VAI_VV,"s/he has a short tail",https://ojibwe.lib.umn.edu/main-entry/dakwaanowe-vai
maajiibii'amaw,maajiibii'amaw,VTA,VTA_aw,"write a letter to h/",https://ojibwe.lib.umn.edu/main-entry/maajiibii-amaw-vta
gaashaabikaa,gaashaabikaa,VII,VII_VV,"there is sharp rough rock",https://ojibwe.lib.umn.edu/main-entry/gaashaabikaa-vii
meshkwadoonamaage,meshkwadoonamaage,VAI,VAI_VV,"s/he trades, exchanges things with people",https://ojibwe.lib.umn.edu/main-entry/meshkwadoonamaage-vai
memeshkwadoonamaage,memeshkwadoonamaage,VAI,VAI_VV,"s/he trades, exchanges things with people",https://ojibwe.lib.umn.edu/main-entry/meshkwadoonamaage-vai
naabagomo,naabagomo,VAI,VAI_V,"s/he goes back in place on the water, puts h/ boat back",https://ojibwe.lib.umn.edu/main-entry/naabagomo-vai
gwayakomaagozi,gwayakomaagozi,VAI,VAI_V,"s/he smells right",https://ojibwe.lib.umn.edu/main-entry/gwayakomaagozi-vai
maajiikaw,maajiikaw,VTA,VTA_aw,"start working on h/",https://ojibwe.lib.umn.edu/main-entry/maajiikaw-vta
biidaanimizi,biidaanimizi,VAI,VAI_V,"s/he comes in fear",https://ojibwe.lib.umn.edu/main-entry/biidaanimizi-vai
gizhiikaabatoo,gizhiikaabatoo,VAI,VAI_VV,"s/he runs fast",https://ojibwe.lib.umn.edu/main-entry/gizhiikaabatoo-vai
zhaangasoopidoon,zhaangasoopid,VTI,VTI_oo,"tie nine of them (inanimate) together",https://ojibwe.lib.umn.edu/main-entry/zhaangasoopidoon-vti2
zhaagawizhwi,zhaagawizhw1,VTA,VTA_Cw,"cut it (animate) oblong or oval",https://ojibwe.lib.umn.edu/main-entry/zhaagawizhwi-vta
mangadeyaabikizi,mangadeyaabikizi,VAI,VAI_V,"it (animate; mineral) is wide",https://ojibwe.lib.umn.edu/main-entry/mangadeyaabikizi-vai
gijidaabaazh,gijidaabaan1,VTA,VTA_n,"drag h/ off or out",https://ojibwe.lib.umn.edu/main-entry/gijidaabaazh-vta
ikwapide,ikwapide,VII,VII_VV,"it is tied up higher, out of the way",https://ojibwe.lib.umn.edu/main-entry/ikwapide-vii
jaagaakiz,jaagaakizw1,VTA,VTA_Cw,"burn h/",https://ojibwe.lib.umn.edu/main-entry/jaagaakiz-vta
agadenim,agadenim,VTA,VTA_C,"be ashamed of, be embarrassed by h/",https://ojibwe.lib.umn.edu/main-entry/agadenim-vta
ayagadenim,ayagadenim,VTA,VTA_C,"be ashamed of, be embarrassed by h/",https://ojibwe.lib.umn.edu/main-entry/agadenim-vta
zagam,zagam,VTA,VTA_C,"hold on to h/ (with the mouth)",https://ojibwe.lib.umn.edu/main-entry/zagam-vta
wakewizo,wakewizo,VAI,VAI_V,"it (animate) cooks easily, cooks fast",https://ojibwe.lib.umn.edu/main-entry/wakewizo-vai
boozaangwaam,boozaangwaam,VAI,VAI_m,"s/he is sound asleep, sleeps deeply",https://ojibwe.lib.umn.edu/main-entry/boozaangwaam-vai
bimose,bimose,VAI,VAI_VV,"s/he walks along",https://ojibwe.lib.umn.edu/main-entry/bimose-vai
babimose,babimose,VAI,VAI_VV,"s/he walks along",https://ojibwe.lib.umn.edu/main-entry/bimose-vai
inigokwadeyaakwad,inigokwadeyaakwad,VII,VII_d,"it is a certain width, is so wide (as something stick- or wood-like)",https://ojibwe.lib.umn.edu/main-entry/inigokwadeyaakwad-vii
midaachiwag,midaachi,VAIPL,VAIPL_V,"they (animate) are ten, there are ten of them",https://ojibwe.lib.umn.edu/main-entry/midaachiwag-vai
nagishkaw,nagishkaw,VTA,VTA_aw,"meet h/ (while going somewhere)",https://ojibwe.lib.umn.edu/main-entry/nagishkaw-vta
nanagishkaw,nanagishkaw,VTA,VTA_aw,"meet h/ (while going somewhere)",https://ojibwe.lib.umn.edu/main-entry/nagishkaw-vta
mamadwetoo,mamadwetoo,VAI,VAI_VV,"s/he is heard moving or doing something repeatedly or here and there",https://ojibwe.lib.umn.edu/main-entry/mamadwetoo-vai
zhooshkwegad,zhooshkwegad,VII,VII_d,"it (sheet-like) is smooth",https://ojibwe.lib.umn.edu/main-entry/zhooshkwegad-vii
moozhaginan,moozhagin,VTI,VTI_am,"pick them (inanimate) up; gather, collect them (inanimate)",https://ojibwe.lib.umn.edu/main-entry/moozhaginan-vti
agaasaakwashkad,agaasaakwashkad,VII,VII_d,"it (plant) has a small thin stalk",https://ojibwe.lib.umn.edu/main-entry/agaasaakwashkad-vii
migi',migi',VTA,VTA_C,"make h/ bark",https://ojibwe.lib.umn.edu/main-entry/migi-vta
biinisaagamin,biinisaagamin,VII,VII_n,"it (a liquid) is tasteless, is insipid",https://ojibwe.lib.umn.edu/main-entry/biinisaagamin-vii
gashkaabika'an,gashkaabika',VTI,VTI_am,"lock it",https://ojibwe.lib.umn.edu/main-entry/gashkaabika-an-vti
ondaanimizi,ondaanimizi,VAI,VAI_V,"s/he comes from a certain place in fear",https://ojibwe.lib.umn.edu/main-entry/ondaanimizi-vai
naadaabaso,naadaabaso,VAI,VAI_V,"s/he follows, is attracted by the aroma",https://ojibwe.lib.umn.edu/main-entry/naadaabaso-vai
ningwadaasin,ningwadaasin,VII,VII_n,"it is covered by blowing snow",https://ojibwe.lib.umn.edu/main-entry/ningwadaasin-vii
biigwa',biigwa'w1,VTA,VTA_Cw,"break h/ (using something)",https://ojibwe.lib.umn.edu/main-entry/biigwa-vta
jekibiin,jekibiin,VTA,VTA_C,"dip, dunk it (animate) (into a liquid)",https://ojibwe.lib.umn.edu/main-entry/jekibiin-vta
bakite'ige,bakite'ige,VAI,VAI_VV,"s/he hits, strikes things",https://ojibwe.lib.umn.edu/main-entry/bakite-ige-vai
aakozi,aakozi,VAI,VAI_V,"s/he is sick, is ill",https://ojibwe.lib.umn.edu/main-entry/aakozi-vai
aayaakozi,aayaakozi,VAI,VAI_V,"s/he is sick, is ill",https://ojibwe.lib.umn.edu/main-entry/aakozi-vai
izhizide,izhizide,VAI,VAI_VV,"s/he has such a foot or such feet",https://ojibwe.lib.umn.edu/main-entry/izhizide-vai
giizhoonaamo,giizhoonaamo,VAI,VAI_V,"s/he has warm breath",https://ojibwe.lib.umn.edu/main-entry/giizhoonaamo-vai
ozhiwanike,ozhiwanike,VAI,VAI_VV,"s/he packs up",https://ojibwe.lib.umn.edu/main-entry/ozhiwanike-vai
jekaagoneshim,jekaagoneshim,VTA,VTA_C,"stick it (animate) into the snow",https://ojibwe.lib.umn.edu/main-entry/jekaagoneshim-vta
weba'igaade,weba'igaade,VII,VII_VV,"it is shoved away (by somebody) (using something), 'they' shove it away (using something)",https://ojibwe.lib.umn.edu/main-entry/weba-igaade-vii
bashkaabide,bashkaabide,VAI,VAI_VV,"s/he has a gap or gaps between h/ teeth, has widely spaced teeth",https://ojibwe.lib.umn.edu/main-entry/bashkaabide-vai
nametoo,nametoo,VAI,VAI_VV,"s/he leaves signs of h/ presence",https://ojibwe.lib.umn.edu/main-entry/nametoo-vai
andomaandan,nandomaand,VTI,VTI_am,"sniff for it; smell for it",https://ojibwe.lib.umn.edu/main-entry/andomaandan-vti
andomaandan,andomaand,VTI,VTI_am,"sniff for it; smell for it",https://ojibwe.lib.umn.edu/main-entry/andomaandan-vti
manisetamaw,manisetamaw,VTA,VTA_aw,"cut firewood for h/",https://ojibwe.lib.umn.edu/main-entry/manisetamaw-vta
babaamise,babaamise,VAI,VAI_VV,"s/he flies about",https://ojibwe.lib.umn.edu/main-entry/babaamise-vai
wiiyaakwa'ige,wiiyaakwa'ige,VAI,VAI_VV,"s/he baits with lure to attract furbearers",https://ojibwe.lib.umn.edu/main-entry/wiiyaakwa-ige-vai
gaapizo,gaapizo,VAI,VAI_V,"it (animate) is cooked or roasted dry and crisp, is parched",https://ojibwe.lib.umn.edu/main-entry/gaapizo-vai
noominamaw,noominamaw,VTA,VTA_aw,"grease, oil (it) for h/",https://ojibwe.lib.umn.edu/main-entry/noominamaw-vta
oziigide,oziigide,VII,VII_VV,"it shrivels from heat",https://ojibwe.lib.umn.edu/main-entry/oziigide-vii
dakwegi',dakwegi',VTA,VTA_C,"make it (animate; sheet-like) short",https://ojibwe.lib.umn.edu/main-entry/dakwegi-vta
oshkiwiiwakwaane,oshkiwiiwakwaane,VAI,VAI_VV,"s/he has a new hat",https://ojibwe.lib.umn.edu/main-entry/oshkiwiiwakwaane-vai
giiweyoondan,giiweyoond,VTI,VTI_am,"carry it home on back",https://ojibwe.lib.umn.edu/main-entry/giiweyoondan-vti
bakidisiizh,bakidisiizhw1,VTA,VTA_Cw,"cut h/ umbilcal cord",https://ojibwe.lib.umn.edu/main-entry/bakidisiizh-vta
izhiwebizi,izhiwebizi,VAI,VAI_V,"s/he has certain things happen to h/; s/he behaves, fares a certain way",https://ojibwe.lib.umn.edu/main-entry/izhiwebizi-vai
ayizhiwebizi,ayizhiwebizi,VAI,VAI_V,"s/he has certain things happen to h/; s/he behaves, fares a certain way",https://ojibwe.lib.umn.edu/main-entry/izhiwebizi-vai
anishinaabe-nagamo,anishinaabe-nagamo,VAI,VAI_V,"s/he sings an Indian song",https://ojibwe.lib.umn.edu/main-entry/anishinaabe-nagamo-vai
giizikaw,giizikaw,VTA,VTA_aw,"take it (something animate worn) off",https://ojibwe.lib.umn.edu/main-entry/giizikaw-vta
bashkashkizi,bashkashkizi,VAI,VAI_V,"",https://ojibwe.lib.umn.edu/main-entry/bashkashkizi-vai
desaakwa'oodoon,desaakwa'ood,VTI,VTI_oo,"transport it on top of something on the water",https://ojibwe.lib.umn.edu/main-entry/desaakwa-oodoon-vti2
ondenindiwag,ondenindi,VAI,VAI_rcp,"they are envious of each other",https://ojibwe.lib.umn.edu/main-entry/ondenindiwag-vai
mizhwi,mizhw1,VTA,VTA_Cw,"",https://ojibwe.lib.umn.edu/main-entry/mizhwi-vta
zhiiwitaaganipogwad,zhiiwitaaganipogwad,VII,VII_d,"it tastes salty",https://ojibwe.lib.umn.edu/main-entry/zhiiwitaaganipogwad-vii
ishkwaajinikaazo,ishkwaajinikaazo,VAI,VAI_V,"s/he has a last name",https://ojibwe.lib.umn.edu/main-entry/ishkwaajinikaazo-vai
gaanjida'ige,gaanjida'ige,VAI,VAI_VV,"s/he pushes things a stick",https://ojibwe.lib.umn.edu/main-entry/gaanjida-ige-vai
ondami'idiwag,ondami'idi,VAI,VAI_rcp,"they get in each other's way, keep each other busy",https://ojibwe.lib.umn.edu/main-entry/ondami-idiwag-vai
moona'ashkikiwe,moona'ashkikiwe,VAI,VAI_VV,"s/he digs medicine",https://ojibwe.lib.umn.edu/main-entry/moona-ashkikiwe-vai
noogibizh,noogibin1,VTA,VTA_n,"stop h/ or it (animate) (with the hands); flag h/ down",https://ojibwe.lib.umn.edu/main-entry/noogibizh-vta
nitamige,nitamige,VAI,VAI_VV,"s/he lives in the first house",https://ojibwe.lib.umn.edu/main-entry/nitamige-vai
ginoo',ginoo',VTA,VTA_C,"make h/ long",https://ojibwe.lib.umn.edu/main-entry/ginoo-vta
giishkizh,giishkizhw1,VTA,VTA_Cw,"cut h/ or it (animate); cut h/ or it (animate) off or through",https://ojibwe.lib.umn.edu/main-entry/giishkizh-vta
asabishkoode,asabishkoode,VII,VII_VV,"it is shot full of holes",https://ojibwe.lib.umn.edu/main-entry/asabishkoode-vii
nibaadwewenjige,nibaadwewenjige,VAI,VAI_VV,"s/he eats making irritating noises",https://ojibwe.lib.umn.edu/main-entry/nibaadwewenjige-vai
nanaakwetan,nanaakwet,VTI,VTI_am,"answer it repeatedly",https://ojibwe.lib.umn.edu/main-entry/nanaakwetan-vti
maajiiwane,maajiiwane,VAI,VAI_VV,"s/he starts off carrying a pack",https://ojibwe.lib.umn.edu/main-entry/maajiiwane-vai
atoono,atoono,VAI,VAI_V,"s/he makes a canoe",https://ojibwe.lib.umn.edu/main-entry/atoono-vai
oshedinaa,oshedinaa,VII,VII_VV,"there is a ridge",https://ojibwe.lib.umn.edu/main-entry/oshedinaa-vii
gidaatabigaadebani'o,gidaatabigaadebani'o,VAI,VAI_V,"s/he moves h/ legs quickly",https://ojibwe.lib.umn.edu/main-entry/gidaatabigaadebani-o-vai
binibidoon,binibid,VTI,VTI_oo,"pull or push it down (from its position above)",https://ojibwe.lib.umn.edu/main-entry/binibidoon-vti2
gagaashaabide,gagaashaabide,VAI,VAI_VV,"s/he has sharp teeth",https://ojibwe.lib.umn.edu/main-entry/gagaashaabide-vai
animaadagaazii,animaadagaazii,VAI,VAI_VV,"s/he wades away",https://ojibwe.lib.umn.edu/main-entry/animaadagaazii-vai
andobani,nandobani,VAI,VAI_V,"s/he goes to war",https://ojibwe.lib.umn.edu/main-entry/andobani-vai
andobani,andobani,VAI,VAI_V,"s/he goes to war",https://ojibwe.lib.umn.edu/main-entry/andobani-vai
nanawizi,nanawizi,VAI,VAI_V,"s/he gets nothing in the hunt; s/he wastes effort, is disappointed in hunting or gathering",https://ojibwe.lib.umn.edu/main-entry/nanawizi-vai
mazinisin,mazinisin,VII,VII_n,"it is imprinted, has a pattern or design",https://ojibwe.lib.umn.edu/main-entry/mazinisin-vii
biitoon,biit,VTI,VTI_oo,"wait for it",https://ojibwe.lib.umn.edu/main-entry/biitoon-vti2
baabiitoon,baabiit,VTI,VTI_oo,"wait for it",https://ojibwe.lib.umn.edu/main-entry/biitoon-vti2
nisimidanaweginzo,nisimidanaweginzo,VAI,VAI_V,"it is the thirtieth (of the month)",https://ojibwe.lib.umn.edu/main-entry/nisimidanaweginzo-vai
biigwazhese,biigwazhese,VAI,VAI_VV,"s/he breaks out in a rash",https://ojibwe.lib.umn.edu/main-entry/biigwazhese-vai
gizhiiyose,gizhiiyose,VAI,VAI_VV,"s/he walks fast",https://ojibwe.lib.umn.edu/main-entry/gizhiiyose-vai
mangadeyaa,mangadeyaa,VII,VII_VV,"it is wide",https://ojibwe.lib.umn.edu/main-entry/mangadeyaa-vii
nawapo,nawapo,VAI,VAI_V,"s/he takes provisions along, takes a lunch along",https://ojibwe.lib.umn.edu/main-entry/nawapo-vai
nanawapo,nanawapo,VAI,VAI_V,"s/he takes provisions along, takes a lunch along",https://ojibwe.lib.umn.edu/main-entry/nawapo-vai
jiishaakwa',jiishaakwa'w1,VTA,VTA_Cw,"scrape h/ to remove something (e.g., fat on a hide)",https://ojibwe.lib.umn.edu/main-entry/jiishaakwa-vta
